Plot Title: 21661326,,,,,,,
#,"Date Time, GMT+03:00","DO conc, mg/L (LGR S/N: 21661326, SEN S/N: 21661326)","Temp, °C (LGR S/N: 21661326, SEN S/N: 21661326)",,,Stopped (LGR S/N: 21661326),End Of File (LGR S/N: 21661326)
31,7/25/2023 12:30,8.77,34.88,21661326,copper,,
32,7/25/2023 12:35,8.67,34.78,21661326,copper,,
33,7/25/2023 12:40,8.7,34.72,21661326,copper,,
34,7/25/2023 12:45,8.69,34.72,21661326,copper,,
35,7/25/2023 12:50,8.64,34.72,21661326,copper,,
36,7/25/2023 12:55,8.62,34.68,21661326,copper,,
37,7/25/2023 13:00,8.89,34.64,21661326,copper,,
38,7/25/2023 13:05,8.88,34.66,21661326,copper,,
39,7/25/2023 13:10,8.6,34.66,21661326,copper,,
40,7/25/2023 13:15,8.58,34.66,21661326,copper,,
41,7/25/2023 13:20,8.6,34.68,21661326,copper,,
42,7/25/2023 13:25,8.67,34.74,21661326,copper,,
43,7/25/2023 13:30,8.58,34.72,21661326,copper,,
44,7/25/2023 13:35,8.6,34.78,21661326,copper,,
45,7/25/2023 13:40,8.76,34.86,21661326,copper,,
46,7/25/2023 13:45,8.85,34.96,21661326,copper,,
47,7/25/2023 13:50,8.87,35.06,21661326,copper,,
48,7/25/2023 13:55,8.87,35.16,21661326,copper,,
49,7/25/2023 14:00,9.25,35.26,21661326,copper,,
50,7/25/2023 14:05,9.17,35.3,21661326,copper,,
51,7/25/2023 14:10,9.1,35.36,21661326,copper,,
52,7/25/2023 14:15,9.1,35.34,21661326,copper,,
53,7/25/2023 14:20,9.25,35.38,21661326,copper,,
54,7/25/2023 14:25,9.47,35.58,21661326,copper,,
55,7/25/2023 14:30,9.98,35.72,21661326,copper,,
56,7/25/2023 14:35,9.9,35.82,21661326,copper,,
57,7/25/2023 14:40,10.25,35.84,21661326,copper,,
58,7/25/2023 14:45,10.24,35.9,21661326,copper,,
59,7/25/2023 14:50,10.22,35.88,21661326,copper,,
60,7/25/2023 14:55,10.23,35.96,21661326,copper,,
61,7/25/2023 15:00,10.27,36.02,21661326,copper,,
62,7/25/2023 15:05,10.34,36.06,21661326,copper,,
63,7/25/2023 15:10,10.79,36.12,21661326,copper,,
64,7/25/2023 15:15,10.68,36.16,21661326,copper,,
65,7/25/2023 15:20,10.25,36.22,21661326,copper,,
66,7/25/2023 15:25,11.04,36.32,21661326,copper,,
67,7/25/2023 15:30,11.31,36.36,21661326,copper,,
68,7/25/2023 15:35,10.87,36.42,21661326,copper,,
69,7/25/2023 15:40,11.09,36.42,21661326,copper,,
70,7/25/2023 15:45,11.11,36.44,21661326,copper,,
71,7/25/2023 15:50,10.71,36.42,21661326,copper,,
72,7/25/2023 15:55,11.16,36.44,21661326,copper,,
73,7/25/2023 16:00,10.73,36.44,21661326,copper,,
74,7/25/2023 16:05,10.08,36.3,21661326,copper,,
75,7/25/2023 16:10,10.85,36.28,21661326,copper,,
76,7/25/2023 16:15,10.48,36.3,21661326,copper,,
77,7/25/2023 16:20,9.91,36.14,21661326,copper,,
78,7/25/2023 16:25,9.92,36.04,21661326,copper,,
79,7/25/2023 16:30,9.93,35.96,21661326,copper,,
80,7/25/2023 16:35,9.85,35.86,21661326,copper,,
81,7/25/2023 16:40,9.74,35.82,21661326,copper,,
82,7/25/2023 16:45,9.51,35.7,21661326,copper,,
83,7/25/2023 16:50,9.27,35.64,21661326,copper,,
84,7/25/2023 16:55,9.63,35.62,21661326,copper,,
85,7/25/2023 17:00,9.46,35.58,21661326,copper,,
86,7/25/2023 17:05,9.5,35.62,21661326,copper,,
87,7/25/2023 17:10,9.47,35.58,21661326,copper,,
88,7/25/2023 17:15,9.51,35.62,21661326,copper,,
89,7/25/2023 17:20,9.46,35.58,21661326,copper,,
90,7/25/2023 17:25,9.45,35.6,21661326,copper,,
91,7/25/2023 17:30,9.76,35.64,21661326,copper,,
92,7/25/2023 17:35,9.61,35.62,21661326,copper,,
93,7/25/2023 17:40,10.04,35.64,21661326,copper,,
94,7/25/2023 17:45,9.22,35.58,21661326,copper,,
95,7/25/2023 17:50,9.27,35.46,21661326,copper,,
96,7/25/2023 17:55,9.11,35.4,21661326,copper,,
97,7/25/2023 18:00,9.05,35.38,21661326,copper,,
98,7/25/2023 18:05,9.15,35.38,21661326,copper,,
99,7/25/2023 18:10,9.08,35.36,21661326,copper,,
100,7/25/2023 18:15,9.08,35.3,21661326,copper,,
101,7/25/2023 18:20,9.12,35.28,21661326,copper,,
102,7/25/2023 18:25,9.11,35.24,21661326,copper,,
103,7/25/2023 18:30,9.37,35.22,21661326,copper,,
104,7/25/2023 18:35,9.12,35.24,21661326,copper,,
105,7/25/2023 18:40,9.42,35.22,21661326,copper,,
106,7/25/2023 18:45,9.26,35.2,21661326,copper,,
107,7/25/2023 18:50,9.18,35.14,21661326,copper,,
108,7/25/2023 18:55,9.15,35.12,21661326,copper,,
109,7/25/2023 19:00,8.35,34.96,21661326,copper,,
110,7/25/2023 19:05,8.09,34.88,21661326,copper,,
111,7/25/2023 19:10,9.08,34.86,21661326,copper,,
112,7/25/2023 19:15,9.26,34.88,21661326,copper,,
113,7/25/2023 19:20,9.4,34.84,21661326,copper,,
114,7/25/2023 19:25,8.86,34.78,21661326,copper,,
115,7/25/2023 19:30,9,34.68,21661326,copper,,
116,7/25/2023 19:35,8.29,34.56,21661326,copper,,
117,7/25/2023 19:40,8.11,34.42,21661326,copper,,
118,7/25/2023 19:45,8.04,34.34,21661326,copper,,
119,7/25/2023 19:50,7.48,34.24,21661326,copper,,
120,7/25/2023 19:55,7.42,34.14,21661326,copper,,
121,7/25/2023 20:00,7.29,34.1,21661326,copper,,
122,7/25/2023 20:05,7.08,34.06,21661326,copper,,
123,7/25/2023 20:10,7.1,34.04,21661326,copper,,
124,7/25/2023 20:15,7.05,34.04,21661326,copper,,
125,7/25/2023 20:20,7.08,34,21661326,copper,,
126,7/25/2023 20:25,7.26,33.98,21661326,copper,,
127,7/25/2023 20:30,7.58,34.02,21661326,copper,,
128,7/25/2023 20:35,7.74,34.06,21661326,copper,,
129,7/25/2023 20:40,7.33,34,21661326,copper,,
130,7/25/2023 20:45,7.3,33.94,21661326,copper,,
131,7/25/2023 20:50,6.97,33.86,21661326,copper,,
132,7/25/2023 20:55,6.64,33.8,21661326,copper,,
133,7/25/2023 21:00,6.55,33.76,21661326,copper,,
134,7/25/2023 21:05,6.64,33.74,21661326,copper,,
135,7/25/2023 21:10,6.53,33.72,21661326,copper,,
136,7/25/2023 21:15,6.4,33.7,21661326,copper,,
137,7/25/2023 21:20,6.7,33.7,21661326,copper,,
138,7/25/2023 21:25,6.92,33.72,21661326,copper,,
139,7/25/2023 21:30,6.89,33.74,21661326,copper,,
140,7/25/2023 21:35,7.27,33.8,21661326,copper,,
141,7/25/2023 21:40,7.27,33.82,21661326,copper,,
142,7/25/2023 21:45,7.45,33.82,21661326,copper,,
143,7/25/2023 21:50,7.41,33.8,21661326,copper,,
144,7/25/2023 21:55,7.58,33.8,21661326,copper,,
145,7/25/2023 22:00,7.38,33.8,21661326,copper,,
146,7/25/2023 22:05,7.37,33.78,21661326,copper,,
147,7/25/2023 22:10,7.37,33.78,21661326,copper,,
148,7/25/2023 22:15,7.44,33.78,21661326,copper,,
149,7/25/2023 22:20,7.43,33.76,21661326,copper,,
150,7/25/2023 22:25,7.42,33.76,21661326,copper,,
151,7/25/2023 22:30,7.53,33.74,21661326,copper,,
152,7/25/2023 22:35,7.58,33.72,21661326,copper,,
153,7/25/2023 22:40,7.55,33.7,21661326,copper,,
154,7/25/2023 22:45,7.52,33.68,21661326,copper,,
155,7/25/2023 22:50,7.53,33.66,21661326,copper,,
156,7/25/2023 22:55,7.55,33.64,21661326,copper,,
157,7/25/2023 23:00,7.53,33.64,21661326,copper,,
158,7/25/2023 23:05,7.5,33.62,21661326,copper,,
159,7/25/2023 23:10,7.47,33.62,21661326,copper,,
160,7/25/2023 23:15,7.4,33.62,21661326,copper,,
161,7/25/2023 23:20,7.28,33.62,21661326,copper,,
162,7/25/2023 23:25,6.98,33.64,21661326,copper,,
163,7/25/2023 23:30,6.87,33.66,21661326,copper,,
164,7/25/2023 23:35,6.83,33.7,21661326,copper,,
165,7/25/2023 23:40,6.94,33.72,21661326,copper,,
166,7/25/2023 23:45,7.36,33.76,21661326,copper,,
167,7/25/2023 23:50,7.22,33.76,21661326,copper,,
168,7/25/2023 23:55,7.37,33.76,21661326,copper,,
169,7/26/2023 0:00,7.46,33.76,21661326,copper,,
170,7/26/2023 0:05,7.38,33.76,21661326,copper,,
171,7/26/2023 0:10,7.25,33.8,21661326,copper,,
172,7/26/2023 0:15,7.03,33.84,21661326,copper,,
173,7/26/2023 0:20,6.79,33.86,21661326,copper,,
174,7/26/2023 0:25,6.65,33.88,21661326,copper,,
175,7/26/2023 0:30,6.53,33.84,21661326,copper,,
176,7/26/2023 0:35,6.59,33.76,21661326,copper,,
177,7/26/2023 0:40,6.64,33.68,21661326,copper,,
178,7/26/2023 0:45,6.47,33.62,21661326,copper,,
179,7/26/2023 0:50,6.83,33.58,21661326,copper,,
180,7/26/2023 0:55,6.9,33.58,21661326,copper,,
181,7/26/2023 1:00,6.87,33.58,21661326,copper,,
182,7/26/2023 1:05,7.04,33.6,21661326,copper,,
183,7/26/2023 1:10,7.09,33.6,21661326,copper,,
184,7/26/2023 1:15,7.14,33.58,21661326,copper,,
185,7/26/2023 1:20,7.11,33.58,21661326,copper,,
186,7/26/2023 1:25,7.11,33.56,21661326,copper,,
187,7/26/2023 1:30,7.1,33.54,21661326,copper,,
188,7/26/2023 1:35,7.09,33.52,21661326,copper,,
189,7/26/2023 1:40,7.08,33.52,21661326,copper,,
190,7/26/2023 1:45,6.81,33.52,21661326,copper,,
191,7/26/2023 1:50,6.78,33.52,21661326,copper,,
192,7/26/2023 1:55,6.4,33.5,21661326,copper,,
193,7/26/2023 2:00,6.28,33.48,21661326,copper,,
194,7/26/2023 2:05,6.52,33.36,21661326,copper,,
195,7/26/2023 2:10,6.52,33.24,21661326,copper,,
196,7/26/2023 2:15,6.47,33.16,21661326,copper,,
197,7/26/2023 2:20,6.32,33.08,21661326,copper,,
198,7/26/2023 2:25,6.32,33.04,21661326,copper,,
199,7/26/2023 2:30,6.28,33,21661326,copper,,
200,7/26/2023 2:35,6.19,32.98,21661326,copper,,
201,7/26/2023 2:40,6.08,32.96,21661326,copper,,
202,7/26/2023 2:45,6,32.94,21661326,copper,,
203,7/26/2023 2:50,5.9,32.94,21661326,copper,,
204,7/26/2023 2:55,5.73,32.9,21661326,copper,,
205,7/26/2023 3:00,5.65,32.9,21661326,copper,,
206,7/26/2023 3:05,5.61,32.88,21661326,copper,,
207,7/26/2023 3:10,5.56,32.88,21661326,copper,,
208,7/26/2023 3:15,5.44,32.88,21661326,copper,,
209,7/26/2023 3:20,5.4,32.88,21661326,copper,,
210,7/26/2023 3:25,5.41,32.88,21661326,copper,,
211,7/26/2023 3:30,5.41,32.9,21661326,copper,,
212,7/26/2023 3:35,5.39,32.9,21661326,copper,,
213,7/26/2023 3:40,5.36,32.9,21661326,copper,,
214,7/26/2023 3:45,5.39,32.9,21661326,copper,,
215,7/26/2023 3:50,5.72,32.9,21661326,copper,,
216,7/26/2023 3:55,5.92,32.92,21661326,copper,,
217,7/26/2023 4:00,5.78,32.9,21661326,copper,,
218,7/26/2023 4:05,5.65,32.9,21661326,copper,,
219,7/26/2023 4:10,5.59,32.88,21661326,copper,,
220,7/26/2023 4:15,5.47,32.88,21661326,copper,,
221,7/26/2023 4:20,5.47,32.88,21661326,copper,,
222,7/26/2023 4:25,5.54,32.88,21661326,copper,,
223,7/26/2023 4:30,5.56,32.88,21661326,copper,,
224,7/26/2023 4:35,5.57,32.88,21661326,copper,,
225,7/26/2023 4:40,5.58,32.86,21661326,copper,,
226,7/26/2023 4:45,5.57,32.86,21661326,copper,,
227,7/26/2023 4:50,5.55,32.84,21661326,copper,,
228,7/26/2023 4:55,5.56,32.82,21661326,copper,,
229,7/26/2023 5:00,5.5,32.82,21661326,copper,,
230,7/26/2023 5:05,5.45,32.82,21661326,copper,,
231,7/26/2023 5:10,5.52,32.82,21661326,copper,,
232,7/26/2023 5:15,5.54,32.84,21661326,copper,,
233,7/26/2023 5:20,5.63,32.86,21661326,copper,,
234,7/26/2023 5:25,5.69,32.88,21661326,copper,,
235,7/26/2023 5:30,5.7,32.88,21661326,copper,,
236,7/26/2023 5:35,5.83,32.9,21661326,copper,,
237,7/26/2023 5:40,5.87,32.9,21661326,copper,,
238,7/26/2023 5:45,5.87,32.92,21661326,copper,,
239,7/26/2023 5:50,5.83,32.9,21661326,copper,,
240,7/26/2023 5:55,5.81,32.88,21661326,copper,,
241,7/26/2023 6:00,5.86,32.88,21661326,copper,,
242,7/26/2023 6:05,5.88,32.86,21661326,copper,,
243,7/26/2023 6:10,5.87,32.84,21661326,copper,,
244,7/26/2023 6:15,5.97,32.84,21661326,copper,,
245,7/26/2023 6:20,5.96,32.86,21661326,copper,,
246,7/26/2023 6:25,5.97,32.88,21661326,copper,,
247,7/26/2023 6:30,5.88,32.86,21661326,copper,,
248,7/26/2023 6:35,5.82,32.86,21661326,copper,,
249,7/26/2023 6:40,5.78,32.86,21661326,copper,,
250,7/26/2023 6:45,5.72,32.88,21661326,copper,,
251,7/26/2023 6:50,5.69,32.88,21661326,copper,,
252,7/26/2023 6:55,5.72,32.88,21661326,copper,,
253,7/26/2023 7:00,5.71,32.88,21661326,copper,,
254,7/26/2023 7:05,5.9,32.88,21661326,copper,,
255,7/26/2023 7:10,5.92,32.88,21661326,copper,,
256,7/26/2023 7:15,5.95,32.88,21661326,copper,,
257,7/26/2023 7:20,5.96,32.88,21661326,copper,,
258,7/26/2023 7:25,5.96,32.88,21661326,copper,,
259,7/26/2023 7:30,5.96,32.9,21661326,copper,,
260,7/26/2023 7:35,5.94,32.9,21661326,copper,,
261,7/26/2023 7:40,5.9,32.92,21661326,copper,,
262,7/26/2023 7:45,5.86,32.96,21661326,copper,,
263,7/26/2023 7:50,5.92,32.98,21661326,copper,,
264,7/26/2023 7:55,5.92,33,21661326,copper,,
265,7/26/2023 8:00,5.94,33.04,21661326,copper,,
266,7/26/2023 8:05,5.88,33.06,21661326,copper,,
267,7/26/2023 8:10,5.82,33.1,21661326,copper,,
268,7/26/2023 8:15,5.87,33.08,21661326,copper,,
269,7/26/2023 8:20,5.85,33.12,21661326,copper,,
270,7/26/2023 8:25,5.86,33.12,21661326,copper,,
271,7/26/2023 8:30,5.87,33.12,21661326,copper,,
272,7/26/2023 8:35,5.9,33.1,21661326,copper,,
273,7/26/2023 8:40,5.96,33.14,21661326,copper,,
274,7/26/2023 8:45,5.98,33.16,21661326,copper,,
275,7/26/2023 8:50,6.03,33.16,21661326,copper,,
276,7/26/2023 8:55,6.05,33.2,21661326,copper,,
277,7/26/2023 9:00,6,33.28,21661326,copper,,
278,7/26/2023 9:05,6.01,33.3,21661326,copper,,
279,7/26/2023 9:10,6.07,33.36,21661326,copper,,
280,7/26/2023 9:15,6.12,33.34,21661326,copper,,
281,7/26/2023 9:20,6.14,33.36,21661326,copper,,
282,7/26/2023 9:25,6.15,33.46,21661326,copper,,
283,7/26/2023 9:30,5.96,33.5,21661326,copper,,
284,7/26/2023 9:35,6.12,33.56,21661326,copper,,
285,7/26/2023 9:40,6.27,33.56,21661326,copper,,
286,7/26/2023 9:45,6.26,33.58,21661326,copper,,
287,7/26/2023 9:50,6.36,33.56,21661326,copper,,
288,7/26/2023 9:55,6.51,33.62,21661326,copper,,
289,7/26/2023 10:00,6.53,33.66,21661326,copper,,
290,7/26/2023 10:05,6.55,33.68,21661326,copper,,
291,7/26/2023 10:10,6.56,33.74,21661326,copper,,
292,7/26/2023 10:15,6.55,33.78,21661326,copper,,
293,7/26/2023 10:20,6.58,33.86,21661326,copper,,
294,7/26/2023 10:25,6.58,33.88,21661326,copper,,
295,7/26/2023 10:30,6.58,33.88,21661326,copper,,
296,7/26/2023 10:35,6.73,33.84,21661326,copper,,
297,7/26/2023 10:40,6.75,33.9,21661326,copper,,
298,7/26/2023 10:45,6.72,34.06,21661326,copper,,
299,7/26/2023 10:50,6.87,34.12,21661326,copper,,
300,7/26/2023 10:55,6.89,34.18,21661326,copper,,
301,7/26/2023 11:00,6.96,34.22,21661326,copper,,
302,7/26/2023 11:05,7.02,34.24,21661326,copper,,
303,7/26/2023 11:10,7.08,34.24,21661326,copper,,
304,7/26/2023 11:15,7.13,34.26,21661326,copper,,
305,7/26/2023 11:20,7.17,34.3,21661326,copper,,
306,7/26/2023 11:25,7.29,34.34,21661326,copper,,
307,7/26/2023 11:30,7.34,34.4,21661326,copper,,
308,7/26/2023 11:35,7.34,34.42,21661326,copper,,
309,7/26/2023 11:40,7.45,34.46,21661326,copper,,
310,7/26/2023 11:45,7.36,34.46,21661326,copper,,
311,7/26/2023 11:50,7.69,34.44,21661326,copper,,
312,7/26/2023 11:55,7.85,34.42,21661326,copper,,
313,7/26/2023 12:00,8.04,34.4,21661326,copper,,
314,7/26/2023 12:05,8.11,34.42,21661326,copper,,
315,7/26/2023 12:10,8.15,34.42,21661326,copper,,
316,7/26/2023 12:15,8.17,34.4,21661326,copper,,
317,7/26/2023 12:20,8.18,34.46,21661326,copper,,
318,7/26/2023 12:25,8.23,34.48,21661326,copper,,
319,7/26/2023 12:30,8.24,34.5,21661326,copper,,
320,7/26/2023 12:35,8.26,34.54,21661326,copper,,
321,7/26/2023 12:40,8.52,34.58,21661326,copper,,
322,7/26/2023 12:45,8.68,34.66,21661326,copper,,
323,7/26/2023 12:50,8.85,34.76,21661326,copper,,
324,7/26/2023 12:55,9.02,34.86,21661326,copper,,
325,7/26/2023 13:00,9.25,34.96,21661326,copper,,
326,7/26/2023 13:05,9.5,35.04,21661326,copper,,
327,7/26/2023 13:10,9.66,35.12,21661326,copper,,
328,7/26/2023 13:15,9.76,35.2,21661326,copper,,
329,7/26/2023 13:20,9.87,35.26,21661326,copper,,
330,7/26/2023 13:25,9.94,35.32,21661326,copper,,
331,7/26/2023 13:30,10.04,35.4,21661326,copper,,
332,7/26/2023 13:35,10.06,35.46,21661326,copper,,
333,7/26/2023 13:40,10.05,35.52,21661326,copper,,
334,7/26/2023 13:45,10.03,35.56,21661326,copper,,
335,7/26/2023 13:50,10,35.6,21661326,copper,,
336,7/26/2023 13:55,10.08,35.66,21661326,copper,,
337,7/26/2023 14:00,10.02,35.68,21661326,copper,,
338,7/26/2023 14:05,10.07,35.7,21661326,copper,,
339,7/26/2023 14:10,10.16,35.74,21661326,copper,,
340,7/26/2023 14:15,10.17,35.78,21661326,copper,,
341,7/26/2023 14:20,10.17,35.82,21661326,copper,,
342,7/26/2023 14:25,10.31,35.84,21661326,copper,,
343,7/26/2023 14:30,10.18,35.84,21661326,copper,,
344,7/26/2023 14:35,10.14,35.84,21661326,copper,,
345,7/26/2023 14:40,10.15,35.88,21661326,copper,,
346,7/26/2023 14:45,10.09,35.9,21661326,copper,,
347,7/26/2023 14:50,10.19,35.96,21661326,copper,,
348,7/26/2023 14:55,10.06,35.96,21661326,copper,,
349,7/26/2023 15:00,10.21,35.98,21661326,copper,,
350,7/26/2023 15:05,10.13,36.06,21661326,copper,,
351,7/26/2023 15:10,10.12,36.08,21661326,copper,,
352,7/26/2023 15:15,10.05,36.06,21661326,copper,,
353,7/26/2023 15:20,9.96,36.02,21661326,copper,,
354,7/26/2023 15:25,9.89,36,21661326,copper,,
355,7/26/2023 15:30,9.94,35.98,21661326,copper,,
356,7/26/2023 15:35,9.92,35.94,21661326,copper,,
357,7/26/2023 15:40,9.96,35.94,21661326,copper,,
358,7/26/2023 15:45,9.92,35.94,21661326,copper,,
359,7/26/2023 15:50,9.89,35.92,21661326,copper,,
360,7/26/2023 15:55,9.89,35.92,21661326,copper,,
361,7/26/2023 16:00,9.86,35.92,21661326,copper,,
362,7/26/2023 16:05,9.93,35.92,21661326,copper,,
363,7/26/2023 16:10,9.9,35.88,21661326,copper,,
364,7/26/2023 16:15,9.88,35.84,21661326,copper,,
365,7/26/2023 16:20,9.9,35.82,21661326,copper,,
366,7/26/2023 16:25,9.78,35.78,21661326,copper,,
367,7/26/2023 16:30,9.8,35.72,21661326,copper,,
368,7/26/2023 16:35,9.81,35.68,21661326,copper,,
369,7/26/2023 16:40,9.76,35.62,21661326,copper,,
370,7/26/2023 16:45,9.78,35.54,21661326,copper,,
371,7/26/2023 16:50,9.79,35.5,21661326,copper,,
372,7/26/2023 16:55,9.73,35.44,21661326,copper,,
373,7/26/2023 17:00,9.73,35.38,21661326,copper,,
374,7/26/2023 17:05,9.8,35.36,21661326,copper,,
375,7/26/2023 17:10,9.88,35.32,21661326,copper,,
376,7/26/2023 17:15,9.92,35.34,21661326,copper,,
377,7/26/2023 17:20,10.06,35.38,21661326,copper,,
378,7/26/2023 17:25,10.01,35.4,21661326,copper,,
379,7/26/2023 17:30,9.76,35.36,21661326,copper,,
380,7/26/2023 17:35,9.73,35.24,21661326,copper,,
381,7/26/2023 17:40,9.74,35.18,21661326,copper,,
382,7/26/2023 17:45,9.75,35.14,21661326,copper,,
383,7/26/2023 17:50,9.65,35.02,21661326,copper,,
384,7/26/2023 17:55,9.52,34.9,21661326,copper,,
385,7/26/2023 18:00,9.47,34.78,21661326,copper,,
386,7/26/2023 18:05,9.48,34.7,21661326,copper,,
387,7/26/2023 18:10,9.44,34.62,21661326,copper,,
388,7/26/2023 18:15,9.44,34.56,21661326,copper,,
389,7/26/2023 18:20,9.46,34.52,21661326,copper,,
390,7/26/2023 18:25,9.46,34.5,21661326,copper,,
391,7/26/2023 18:30,9.36,34.46,21661326,copper,,
392,7/26/2023 18:35,9.34,34.42,21661326,copper,,
393,7/26/2023 18:40,9.3,34.36,21661326,copper,,
394,7/26/2023 18:45,9.3,34.32,21661326,copper,,
395,7/26/2023 18:50,9.23,34.3,21661326,copper,,
396,7/26/2023 18:55,9.17,34.28,21661326,copper,,
397,7/26/2023 19:00,9.16,34.22,21661326,copper,,
398,7/26/2023 19:05,9.12,34.14,21661326,copper,,
399,7/26/2023 19:10,9.03,34.08,21661326,copper,,
400,7/26/2023 19:15,8.96,34,21661326,copper,,
401,7/26/2023 19:20,8.94,33.94,21661326,copper,,
402,7/26/2023 19:25,8.83,33.88,21661326,copper,,
403,7/26/2023 19:30,8.73,33.82,21661326,copper,,
404,7/26/2023 19:35,8.69,33.74,21661326,copper,,
405,7/26/2023 19:40,8.57,33.68,21661326,copper,,
406,7/26/2023 19:45,8.54,33.64,21661326,copper,,
407,7/26/2023 19:50,8.45,33.6,21661326,copper,,
408,7/26/2023 19:55,8.41,33.56,21661326,copper,,
409,7/26/2023 20:00,8.38,33.52,21661326,copper,,
410,7/26/2023 20:05,8.35,33.5,21661326,copper,,
411,7/26/2023 20:10,8.24,33.46,21661326,copper,,
412,7/26/2023 20:15,8.24,33.42,21661326,copper,,
413,7/26/2023 20:20,8.09,33.4,21661326,copper,,
414,7/26/2023 20:25,8.06,33.36,21661326,copper,,
415,7/26/2023 20:30,8.06,33.34,21661326,copper,,
416,7/26/2023 20:35,8.19,33.32,21661326,copper,,
417,7/26/2023 20:40,8.13,33.3,21661326,copper,,
418,7/26/2023 20:45,7.71,33.24,21661326,copper,,
419,7/26/2023 20:50,7.6,33.18,21661326,copper,,
420,7/26/2023 20:55,7.37,33.12,21661326,copper,,
421,7/26/2023 21:00,7.16,33.08,21661326,copper,,
422,7/26/2023 21:05,7.08,33.04,21661326,copper,,
423,7/26/2023 21:10,6.93,33,21661326,copper,,
424,7/26/2023 21:15,6.81,32.98,21661326,copper,,
425,7/26/2023 21:20,6.72,32.96,21661326,copper,,
426,7/26/2023 21:25,6.71,32.94,21661326,copper,,
427,7/26/2023 21:30,6.61,32.94,21661326,copper,,
428,7/26/2023 21:35,6.56,32.94,21661326,copper,,
429,7/26/2023 21:40,6.47,32.92,21661326,copper,,
430,7/26/2023 21:45,6.38,32.92,21661326,copper,,
431,7/26/2023 21:50,6.43,32.92,21661326,copper,,
432,7/26/2023 21:55,6.46,32.94,21661326,copper,,
433,7/26/2023 22:00,6.46,32.94,21661326,copper,,
434,7/26/2023 22:05,6.63,32.96,21661326,copper,,
435,7/26/2023 22:10,6.71,32.96,21661326,copper,,
436,7/26/2023 22:15,6.84,32.98,21661326,copper,,
437,7/26/2023 22:20,6.85,33.02,21661326,copper,,
438,7/26/2023 22:25,6.88,33.04,21661326,copper,,
439,7/26/2023 22:30,7,33.08,21661326,copper,,
440,7/26/2023 22:35,7,33.12,21661326,copper,,
441,7/26/2023 22:40,7.09,33.16,21661326,copper,,
442,7/26/2023 22:45,7.19,33.2,21661326,copper,,
443,7/26/2023 22:50,7.1,33.2,21661326,copper,,
444,7/26/2023 22:55,7.01,33.2,21661326,copper,,
445,7/26/2023 23:00,6.75,33.2,21661326,copper,,
446,7/26/2023 23:05,6.75,33.18,21661326,copper,,
447,7/26/2023 23:10,6.66,33.16,21661326,copper,,
448,7/26/2023 23:15,6.5,33.14,21661326,copper,,
449,7/26/2023 23:20,6.5,33.12,21661326,copper,,
450,7/26/2023 23:25,6.4,33.14,21661326,copper,,
451,7/26/2023 23:30,6.59,33.18,21661326,copper,,
452,7/26/2023 23:35,6.51,33.22,21661326,copper,,
453,7/26/2023 23:40,6.42,33.3,21661326,copper,,
454,7/26/2023 23:45,6.24,33.32,21661326,copper,,
455,7/26/2023 23:50,6.03,33.34,21661326,copper,,
456,7/26/2023 23:55,6.17,33.32,21661326,copper,,
457,7/27/2023 0:00,6.16,33.32,21661326,copper,,
458,7/27/2023 0:05,6.13,33.34,21661326,copper,,
