#,date_time,temp,mV,pH,serial,brand,model,treatment,day
59,07/25/2023 19:40:00,34.31,-77.66,7.97,21657439,HOBO,HOBO pH,copper,4
60,07/25/2023 19:50:00,34.20,-76.46,7.95,21657439,HOBO,HOBO pH,copper,4
61,07/25/2023 20:00:00,34.07,-75.55,7.94,21657439,HOBO,HOBO pH,copper,4
62,07/25/2023 20:10:00,34.04,-75.55,7.94,21657439,HOBO,HOBO pH,copper,4
63,07/25/2023 20:20:00,34.02,-75.35,7.94,21657439,HOBO,HOBO pH,copper,4
64,07/25/2023 20:30:00,33.99,-77.08,7.97,21657439,HOBO,HOBO pH,copper,4
65,07/25/2023 20:40:00,33.89,-76.19,7.95,21657439,HOBO,HOBO pH,copper,4
66,07/25/2023 20:50:00,33.84,-75.58,7.94,21657439,HOBO,HOBO pH,copper,4
67,07/25/2023 21:00:00,33.78,-74.77,7.93,21657439,HOBO,HOBO pH,copper,4
68,07/25/2023 21:10:00,33.76,-74.88,7.93,21657439,HOBO,HOBO pH,copper,4
69,07/25/2023 21:20:00,33.73,-74.71,7.93,21657439,HOBO,HOBO pH,copper,4
70,07/25/2023 21:30:00,33.73,-75.10,7.93,21657439,HOBO,HOBO pH,copper,4
71,07/25/2023 21:40:00,33.76,-76.03,7.95,21657439,HOBO,HOBO pH,copper,4
72,07/25/2023 21:50:00,33.81,-76.19,7.95,21657439,HOBO,HOBO pH,copper,4
73,07/25/2023 22:00:00,33.81,-76.35,7.95,21657439,HOBO,HOBO pH,copper,4
74,07/25/2023 22:10:00,33.81,-77.44,7.97,21657439,HOBO,HOBO pH,copper,4
75,07/25/2023 22:20:00,33.81,-77.31,7.97,21657439,HOBO,HOBO pH,copper,4
76,07/25/2023 22:30:00,33.78,-76.96,7.96,21657439,HOBO,HOBO pH,copper,4
77,07/25/2023 22:40:00,33.73,-77.10,7.97,21657439,HOBO,HOBO pH,copper,4
78,07/25/2023 22:50:00,33.70,-76.91,7.96,21657439,HOBO,HOBO pH,copper,4
79,07/25/2023 23:00:00,33.68,-76.96,7.96,21657439,HOBO,HOBO pH,copper,4
80,07/25/2023 23:10:00,33.68,-76.77,7.96,21657439,HOBO,HOBO pH,copper,4
81,07/25/2023 23:20:00,33.68,-76.49,7.96,21657439,HOBO,HOBO pH,copper,4
82,07/25/2023 23:30:00,33.73,-75.78,7.94,21657439,HOBO,HOBO pH,copper,4
83,07/25/2023 23:40:00,33.78,-76.39,7.95,21657439,HOBO,HOBO pH,copper,4
84,07/25/2023 23:50:00,33.81,-77.14,7.97,21657439,HOBO,HOBO pH,copper,4
85,07/26/2023 00:00:00,33.81,-77.39,7.97,21657439,HOBO,HOBO pH,copper,4
86,07/26/2023 00:10:00,33.86,-76.46,7.96,21657439,HOBO,HOBO pH,copper,4
87,07/26/2023 00:20:00,33.91,-75.38,7.94,21657439,HOBO,HOBO pH,copper,4
88,07/26/2023 00:30:00,33.84,-75.13,7.93,21657439,HOBO,HOBO pH,copper,4
89,07/26/2023 00:40:00,33.68,-75.13,7.93,21657439,HOBO,HOBO pH,copper,4
90,07/26/2023 00:50:00,33.60,-75.21,7.94,21657439,HOBO,HOBO pH,copper,4
91,07/26/2023 01:00:00,33.60,-75.60,7.94,21657439,HOBO,HOBO pH,copper,4
92,07/26/2023 01:10:00,33.60,-76.35,7.95,21657439,HOBO,HOBO pH,copper,4
93,07/26/2023 01:20:00,33.57,-76.33,7.95,21657439,HOBO,HOBO pH,copper,4
94,07/26/2023 01:30:00,33.55,-76.19,7.95,21657439,HOBO,HOBO pH,copper,4
95,07/26/2023 01:40:00,33.55,-76.11,7.95,21657439,HOBO,HOBO pH,copper,4
96,07/26/2023 01:50:00,33.55,-74.52,7.92,21657439,HOBO,HOBO pH,copper,4
97,07/26/2023 02:00:00,33.52,-74.19,7.92,21657439,HOBO,HOBO pH,copper,4
98,07/26/2023 02:10:00,33.26,-77.99,7.98,21657439,HOBO,HOBO pH,copper,4
99,07/26/2023 02:20:00,33.11,-78.03,7.98,21657439,HOBO,HOBO pH,copper,4
100,07/26/2023 02:30:00,33.05,-77.61,7.98,21657439,HOBO,HOBO pH,copper,4
101,07/26/2023 02:40:00,33.00,-77.39,7.97,21657439,HOBO,HOBO pH,copper,4
102,07/26/2023 02:50:00,32.98,-77.05,7.97,21657439,HOBO,HOBO pH,copper,4
103,07/26/2023 03:00:00,32.95,-76.36,7.96,21657439,HOBO,HOBO pH,copper,4
104,07/26/2023 03:10:00,32.95,-76.27,7.96,21657439,HOBO,HOBO pH,copper,4
105,07/26/2023 03:20:00,32.95,-76.24,7.95,21657439,HOBO,HOBO pH,copper,4
106,07/26/2023 03:30:00,32.95,-75.88,7.95,21657439,HOBO,HOBO pH,copper,4
107,07/26/2023 03:40:00,32.95,-75.67,7.95,21657439,HOBO,HOBO pH,copper,4
108,07/26/2023 03:50:00,32.95,-74.88,7.93,21657439,HOBO,HOBO pH,copper,4
109,07/26/2023 04:00:00,32.95,-74.64,7.93,21657439,HOBO,HOBO pH,copper,4
110,07/26/2023 04:10:00,32.95,-74.05,7.92,21657439,HOBO,HOBO pH,copper,4
111,07/26/2023 04:20:00,32.92,-74.36,7.92,21657439,HOBO,HOBO pH,copper,4
112,07/26/2023 04:30:00,32.92,-74.16,7.92,21657439,HOBO,HOBO pH,copper,4
113,07/26/2023 04:40:00,32.90,-74.14,7.92,21657439,HOBO,HOBO pH,copper,4
114,07/26/2023 04:50:00,32.87,-74.11,7.92,21657439,HOBO,HOBO pH,copper,4
115,07/26/2023 05:00:00,32.85,-73.86,7.92,21657439,HOBO,HOBO pH,copper,4
116,07/26/2023 05:10:00,32.87,-73.80,7.91,21657439,HOBO,HOBO pH,copper,4
117,07/26/2023 05:20:00,32.90,-73.53,7.91,21657439,HOBO,HOBO pH,copper,4
118,07/26/2023 05:30:00,32.92,-73.75,7.91,21657439,HOBO,HOBO pH,copper,4
119,07/26/2023 05:40:00,32.95,-74.03,7.92,21657439,HOBO,HOBO pH,copper,4
120,07/26/2023 05:50:00,32.95,-73.96,7.92,21657439,HOBO,HOBO pH,copper,4
121,07/26/2023 06:00:00,32.92,-73.83,7.91,21657439,HOBO,HOBO pH,copper,4
122,07/26/2023 06:10:00,32.90,-73.77,7.91,21657439,HOBO,HOBO pH,copper,4
123,07/26/2023 06:20:00,32.92,-73.47,7.91,21657439,HOBO,HOBO pH,copper,4
124,07/26/2023 06:30:00,32.90,-73.38,7.91,21657439,HOBO,HOBO pH,copper,4
125,07/26/2023 06:40:00,32.90,-73.39,7.91,21657439,HOBO,HOBO pH,copper,4
126,07/26/2023 06:50:00,32.90,-73.03,7.90,21657439,HOBO,HOBO pH,copper,4
127,07/26/2023 07:00:00,32.92,-73.06,7.90,21657439,HOBO,HOBO pH,copper,4
128,07/26/2023 07:10:00,32.92,-73.06,7.90,21657439,HOBO,HOBO pH,copper,4
129,07/26/2023 07:20:00,32.92,-73.06,7.90,21657439,HOBO,HOBO pH,copper,4
130,07/26/2023 07:30:00,32.95,-73.05,7.90,21657439,HOBO,HOBO pH,copper,4
131,07/26/2023 07:40:00,32.98,-72.99,7.90,21657439,HOBO,HOBO pH,copper,4
132,07/26/2023 07:50:00,33.05,-72.97,7.90,21657439,HOBO,HOBO pH,copper,4
133,07/26/2023 08:00:00,33.11,-72.94,7.90,21657439,HOBO,HOBO pH,copper,4
134,07/26/2023 08:10:00,33.18,-72.94,7.90,21657439,HOBO,HOBO pH,copper,4
135,07/26/2023 08:20:00,33.18,-72.83,7.90,21657439,HOBO,HOBO pH,copper,4
136,07/26/2023 08:30:00,33.13,-72.81,7.90,21657439,HOBO,HOBO pH,copper,4
137,07/26/2023 08:40:00,33.11,-72.64,7.89,21657439,HOBO,HOBO pH,copper,4
138,07/26/2023 08:50:00,33.18,-72.64,7.89,21657439,HOBO,HOBO pH,copper,4
139,07/26/2023 09:00:00,33.39,-72.72,7.89,21657439,HOBO,HOBO pH,copper,4
140,07/26/2023 09:10:00,33.42,-72.71,7.89,21657439,HOBO,HOBO pH,copper,4
141,07/26/2023 09:20:00,33.55,-72.77,7.89,21657439,HOBO,HOBO pH,copper,4
142,07/26/2023 09:30:00,33.63,-72.85,7.90,21657439,HOBO,HOBO pH,copper,4
143,07/26/2023 09:40:00,33.52,-72.99,7.90,21657439,HOBO,HOBO pH,copper,4
144,07/26/2023 09:50:00,33.57,-73.08,7.90,21657439,HOBO,HOBO pH,copper,4
145,07/26/2023 10:00:00,33.68,-73.44,7.91,21657439,HOBO,HOBO pH,copper,4
146,07/26/2023 10:10:00,33.84,-73.58,7.91,21657439,HOBO,HOBO pH,copper,4
147,07/26/2023 10:20:00,33.97,-73.66,7.91,21657439,HOBO,HOBO pH,copper,4
148,07/26/2023 10:30:00,34.02,-73.60,7.91,21657439,HOBO,HOBO pH,copper,4
149,07/26/2023 10:40:00,34.12,-73.71,7.91,21657439,HOBO,HOBO pH,copper,4
150,07/26/2023 10:50:00,34.20,-74.42,7.92,21657439,HOBO,HOBO pH,copper,4
151,07/26/2023 11:00:00,34.23,-74.56,7.92,21657439,HOBO,HOBO pH,copper,4
152,07/26/2023 11:10:00,34.18,-74.52,7.92,21657439,HOBO,HOBO pH,copper,4
153,07/26/2023 11:20:00,34.23,-74.83,7.93,21657439,HOBO,HOBO pH,copper,4
154,07/26/2023 11:30:00,34.47,-75.10,7.93,21657439,HOBO,HOBO pH,copper,4
155,07/26/2023 11:40:00,34.52,-75.22,7.93,21657439,HOBO,HOBO pH,copper,4
156,07/26/2023 11:50:00,34.52,-75.69,7.94,21657439,HOBO,HOBO pH,copper,4
157,07/26/2023 12:00:00,34.47,-75.80,7.94,21657439,HOBO,HOBO pH,copper,4
158,07/26/2023 12:10:00,34.39,-76.05,7.95,21657439,HOBO,HOBO pH,copper,4
159,07/26/2023 12:20:00,34.47,-75.96,7.95,21657439,HOBO,HOBO pH,copper,4
160,07/26/2023 12:30:00,34.55,-75.85,7.94,21657439,HOBO,HOBO pH,copper,4
161,07/26/2023 12:40:00,34.60,-75.94,7.94,21657439,HOBO,HOBO pH,copper,4
162,07/26/2023 12:50:00,34.78,-76.38,7.95,21657439,HOBO,HOBO pH,copper,4
163,07/26/2023 13:00:00,35.00,-77.08,7.96,21657439,HOBO,HOBO pH,copper,4
164,07/26/2023 13:10:00,35.16,-78.06,7.98,21657439,HOBO,HOBO pH,copper,4
165,07/26/2023 13:20:00,35.29,-78.44,7.98,21657439,HOBO,HOBO pH,copper,4
166,07/26/2023 13:30:00,35.34,-78.25,7.98,21657439,HOBO,HOBO pH,copper,4
167,07/26/2023 13:40:00,35.50,-78.88,7.99,21657439,HOBO,HOBO pH,copper,4
168,07/26/2023 13:50:00,35.66,-79.19,8.00,21657439,HOBO,HOBO pH,copper,4
169,07/26/2023 14:00:00,35.74,-79.22,8.00,21657439,HOBO,HOBO pH,copper,4
170,07/26/2023 14:10:00,35.82,-79.36,8.00,21657439,HOBO,HOBO pH,copper,4
171,07/26/2023 14:20:00,35.90,-79.60,8.00,21657439,HOBO,HOBO pH,copper,4
172,07/26/2023 14:30:00,35.90,-79.71,8.00,21657439,HOBO,HOBO pH,copper,4
173,07/26/2023 14:40:00,35.96,-79.38,8.00,21657439,HOBO,HOBO pH,copper,4
174,07/26/2023 14:50:00,35.96,-79.67,8.00,21657439,HOBO,HOBO pH,copper,4
175,07/26/2023 15:00:00,36.01,-79.80,8.00,21657439,HOBO,HOBO pH,copper,4
176,07/26/2023 15:10:00,36.12,-80.49,8.02,21657439,HOBO,HOBO pH,copper,4
177,07/26/2023 15:20:00,35.98,-80.63,8.02,21657439,HOBO,HOBO pH,copper,4
178,07/26/2023 15:30:00,35.98,-80.64,8.02,21657439,HOBO,HOBO pH,copper,4
179,07/26/2023 15:40:00,36.07,-80.89,8.02,21657439,HOBO,HOBO pH,copper,4
180,07/26/2023 15:50:00,35.98,-81.00,8.02,21657439,HOBO,HOBO pH,copper,4
181,07/26/2023 16:00:00,35.96,-81.02,8.03,21657439,HOBO,HOBO pH,copper,4
182,07/26/2023 16:10:00,35.93,-80.97,8.02,21657439,HOBO,HOBO pH,copper,4
183,07/26/2023 16:20:00,35.90,-80.89,8.02,21657439,HOBO,HOBO pH,copper,4
184,07/26/2023 16:30:00,35.77,-80.81,8.02,21657439,HOBO,HOBO pH,copper,4
185,07/26/2023 16:40:00,35.64,-80.81,8.02,21657439,HOBO,HOBO pH,copper,4
186,07/26/2023 16:50:00,35.58,-80.80,8.02,21657439,HOBO,HOBO pH,copper,4
187,07/26/2023 17:00:00,35.42,-80.61,8.02,21657439,HOBO,HOBO pH,copper,4
188,07/26/2023 17:10:00,35.42,-81.31,8.03,21657439,HOBO,HOBO pH,copper,4
189,07/26/2023 17:20:00,35.48,-81.33,8.03,21657439,HOBO,HOBO pH,copper,4
190,07/26/2023 17:30:00,35.37,-81.05,8.03,21657439,HOBO,HOBO pH,copper,4
191,07/26/2023 17:40:00,35.18,-81.00,8.03,21657439,HOBO,HOBO pH,copper,4
192,07/26/2023 17:50:00,35.05,-80.88,8.03,21657439,HOBO,HOBO pH,copper,4
193,07/26/2023 18:00:00,34.78,-80.33,8.02,21657439,HOBO,HOBO pH,copper,4
194,07/26/2023 18:10:00,34.68,-80.44,8.02,21657439,HOBO,HOBO pH,copper,4
195,07/26/2023 18:20:00,34.60,-80.60,8.02,21657439,HOBO,HOBO pH,copper,4
196,07/26/2023 18:30:00,34.49,-80.30,8.02,21657439,HOBO,HOBO pH,copper,4
197,07/26/2023 18:40:00,34.41,-80.31,8.02,21657439,HOBO,HOBO pH,copper,4
198,07/26/2023 18:50:00,34.39,-80.25,8.02,21657439,HOBO,HOBO pH,copper,4
199,07/26/2023 19:00:00,34.28,-80.08,8.02,21657439,HOBO,HOBO pH,copper,4
200,07/26/2023 19:10:00,34.12,-79.78,8.01,21657439,HOBO,HOBO pH,copper,4
201,07/26/2023 19:20:00,33.99,-79.64,8.01,21657439,HOBO,HOBO pH,copper,4
202,07/26/2023 19:30:00,33.89,-79.17,8.00,21657439,HOBO,HOBO pH,copper,4
203,07/26/2023 19:40:00,33.73,-78.78,8.00,21657439,HOBO,HOBO pH,copper,4
204,07/26/2023 19:50:00,33.65,-78.38,7.99,21657439,HOBO,HOBO pH,copper,4
205,07/26/2023 20:00:00,33.57,-78.27,7.99,21657439,HOBO,HOBO pH,copper,4
206,07/26/2023 20:10:00,33.50,-78.11,7.98,21657439,HOBO,HOBO pH,copper,4
207,07/26/2023 20:20:00,33.44,-78.02,7.98,21657439,HOBO,HOBO pH,copper,4
208,07/26/2023 20:30:00,33.39,-77.80,7.98,21657439,HOBO,HOBO pH,copper,4
209,07/26/2023 20:40:00,33.37,-77.77,7.98,21657439,HOBO,HOBO pH,copper,4
210,07/26/2023 20:50:00,33.21,-76.30,7.96,21657439,HOBO,HOBO pH,copper,4
211,07/26/2023 21:00:00,33.13,-75.36,7.94,21657439,HOBO,HOBO pH,copper,4
212,07/26/2023 21:10:00,33.05,-74.53,7.93,21657439,HOBO,HOBO pH,copper,4
213,07/26/2023 21:20:00,33.00,-74.24,7.92,21657439,HOBO,HOBO pH,copper,4
214,07/26/2023 21:30:00,33.00,-73.66,7.91,21657439,HOBO,HOBO pH,copper,4
215,07/26/2023 21:40:00,32.98,-73.91,7.92,21657439,HOBO,HOBO pH,copper,4
216,07/26/2023 21:50:00,32.98,-73.96,7.92,21657439,HOBO,HOBO pH,copper,4
217,07/26/2023 22:00:00,33.00,-74.05,7.92,21657439,HOBO,HOBO pH,copper,4
218,07/26/2023 22:10:00,33.03,-74.13,7.92,21657439,HOBO,HOBO pH,copper,4
219,07/26/2023 22:20:00,33.05,-74.61,7.93,21657439,HOBO,HOBO pH,copper,4
220,07/26/2023 22:30:00,33.16,-75.41,7.94,21657439,HOBO,HOBO pH,copper,4
221,07/26/2023 22:40:00,33.16,-74.58,7.93,21657439,HOBO,HOBO pH,copper,4
222,07/26/2023 22:50:00,33.16,-75.00,7.93,21657439,HOBO,HOBO pH,copper,4
223,07/26/2023 23:00:00,33.16,-74.67,7.93,21657439,HOBO,HOBO pH,copper,4
224,07/26/2023 23:10:00,33.16,-74.06,7.92,21657439,HOBO,HOBO pH,copper,4
225,07/26/2023 23:20:00,33.18,-74.11,7.92,21657439,HOBO,HOBO pH,copper,4
226,07/26/2023 23:30:00,33.21,-73.58,7.91,21657439,HOBO,HOBO pH,copper,4
227,07/26/2023 23:40:00,33.23,-73.41,7.91,21657439,HOBO,HOBO pH,copper,4
228,07/26/2023 23:50:00,33.23,-73.21,7.90,21657439,HOBO,HOBO pH,copper,4
229,07/27/2023 00:00:00,33.26,-73.02,7.90,21657439,HOBO,HOBO pH,copper,4
230,07/27/2023 00:10:00,33.34,-72.44,7.89,21657439,HOBO,HOBO pH,copper,4
231,07/27/2023 00:20:00,33.29,-72.19,7.89,21657439,HOBO,HOBO pH,copper,4
232,07/27/2023 00:30:00,33.29,-72.03,7.88,21657439,HOBO,HOBO pH,copper,4
233,07/27/2023 00:40:00,33.29,-71.86,7.88,21657439,HOBO,HOBO pH,copper,4
234,07/27/2023 00:50:00,33.29,-71.52,7.87,21657439,HOBO,HOBO pH,copper,4
235,07/27/2023 01:00:00,33.26,-71.60,7.88,21657439,HOBO,HOBO pH,copper,4
236,07/27/2023 01:10:00,33.26,-71.91,7.88,21657439,HOBO,HOBO pH,copper,4
237,07/27/2023 01:20:00,33.26,-72.36,7.89,21657439,HOBO,HOBO pH,copper,4
238,07/27/2023 01:30:00,33.23,-72.16,7.89,21657439,HOBO,HOBO pH,copper,4
239,07/27/2023 01:40:00,33.26,-72.61,7.89,21657439,HOBO,HOBO pH,copper,4
240,07/27/2023 01:50:00,33.23,-72.30,7.89,21657439,HOBO,HOBO pH,copper,4
241,07/27/2023 02:00:00,33.18,-71.17,7.87,21657439,HOBO,HOBO pH,copper,4
242,07/27/2023 02:10:00,33.21,-72.06,7.88,21657439,HOBO,HOBO pH,copper,4
243,07/27/2023 02:20:00,33.26,-71.81,7.88,21657439,HOBO,HOBO pH,copper,4
244,07/27/2023 02:30:00,33.29,-71.52,7.87,21657439,HOBO,HOBO pH,copper,4
245,07/27/2023 02:40:00,33.31,-71.16,7.87,21657439,HOBO,HOBO pH,copper,4
246,07/27/2023 02:50:00,33.34,-70.92,7.86,21657439,HOBO,HOBO pH,copper,4
247,07/27/2023 03:00:00,33.37,-70.31,7.85,21657439,HOBO,HOBO pH,copper,4
248,07/27/2023 03:10:00,33.39,-70.41,7.86,21657439,HOBO,HOBO pH,copper,4
249,07/27/2023 03:20:00,33.42,-70.67,7.86,21657439,HOBO,HOBO pH,copper,4
250,07/27/2023 03:30:00,33.39,-71.05,7.87,21657439,HOBO,HOBO pH,copper,4
251,07/27/2023 03:40:00,33.39,-71.36,7.87,21657439,HOBO,HOBO pH,copper,4
252,07/27/2023 03:50:00,33.39,-71.16,7.87,21657439,HOBO,HOBO pH,copper,4
253,07/27/2023 04:00:00,33.39,-71.24,7.87,21657439,HOBO,HOBO pH,copper,4
254,07/27/2023 04:10:00,33.37,-71.80,7.88,21657439,HOBO,HOBO pH,copper,4
255,07/27/2023 04:20:00,33.34,-72.02,7.88,21657439,HOBO,HOBO pH,copper,4
256,07/27/2023 04:30:00,33.29,-71.83,7.88,21657439,HOBO,HOBO pH,copper,4
257,07/27/2023 04:40:00,33.18,-71.33,7.87,21657439,HOBO,HOBO pH,copper,4
258,07/27/2023 04:50:00,33.03,-70.69,7.86,21657439,HOBO,HOBO pH,copper,4
259,07/27/2023 05:00:00,32.92,-70.78,7.86,21657439,HOBO,HOBO pH,copper,4
260,07/27/2023 05:10:00,32.79,-70.80,7.86,21657439,HOBO,HOBO pH,copper,4
261,07/27/2023 05:20:00,32.72,-71.31,7.87,21657439,HOBO,HOBO pH,copper,4
262,07/27/2023 05:30:00,32.66,-71.11,7.87,21657439,HOBO,HOBO pH,copper,4
263,07/27/2023 05:40:00,32.59,-70.85,7.87,21657439,HOBO,HOBO pH,copper,4
264,07/27/2023 05:50:00,32.41,-69.81,7.85,21657439,HOBO,HOBO pH,copper,4
265,07/27/2023 06:00:00,32.28,-69.13,7.84,21657439,HOBO,HOBO pH,copper,4
266,07/27/2023 06:10:00,32.12,-68.83,7.83,21657439,HOBO,HOBO pH,copper,4
267,07/27/2023 06:20:00,32.00,-68.05,7.82,21657439,HOBO,HOBO pH,copper,4
268,07/27/2023 06:30:00,31.87,-67.77,7.82,21657439,HOBO,HOBO pH,copper,4
269,07/27/2023 06:40:00,31.74,-66.89,7.80,21657439,HOBO,HOBO pH,copper,4
270,07/27/2023 06:50:00,31.71,-65.69,7.78,21657439,HOBO,HOBO pH,copper,4
271,07/27/2023 07:00:00,31.64,-63.97,7.75,21657439,HOBO,HOBO pH,copper,4
272,07/27/2023 07:10:00,31.61,-64.00,7.75,21657439,HOBO,HOBO pH,copper,4
273,07/27/2023 07:20:00,31.71,-65.17,7.77,21657439,HOBO,HOBO pH,copper,4
274,07/27/2023 07:30:00,31.82,-65.11,7.77,21657439,HOBO,HOBO pH,copper,4
275,07/27/2023 07:40:00,32.05,-66.21,7.79,21657439,HOBO,HOBO pH,copper,4
276,07/27/2023 07:50:00,32.23,-66.30,7.79,21657439,HOBO,HOBO pH,copper,4
277,07/27/2023 08:00:00,32.41,-66.77,7.80,21657439,HOBO,HOBO pH,copper,4
278,07/27/2023 08:10:00,32.56,-67.74,7.81,21657439,HOBO,HOBO pH,copper,4
279,07/27/2023 08:20:00,32.69,-68.56,7.83,21657439,HOBO,HOBO pH,copper,4
280,07/27/2023 08:30:00,32.85,-69.50,7.84,21657439,HOBO,HOBO pH,copper,4
281,07/27/2023 08:40:00,32.98,-70.14,7.85,21657439,HOBO,HOBO pH,copper,4
282,07/27/2023 08:50:00,33.13,-70.67,7.86,21657439,HOBO,HOBO pH,copper,4
283,07/27/2023 09:00:00,33.26,-71.22,7.87,21657439,HOBO,HOBO pH,copper,4
284,07/27/2023 09:10:00,33.37,-71.61,7.88,21657439,HOBO,HOBO pH,copper,4
